season,match_id,match_name,home_team,away_team,bowling_team,venue,city,country,innings_id,name,fullName,overs,maidens,conceded,wickets,economyRate,dots,foursConceded,sixesConceded,wides,noballs,captain,href
2022.0,1304049,PBKS v RCB,PBKS,RCB,PBKS,"Dr DY Patil Sports Academy, Mumbai",Mumbai,India,1,RD Chahar,Rahul Chahar,4,0,22,1,5.50,8,0,0,1,0,False,https://www.espncricinfo.com/ci/content/player/1064812.html
2022.0,1304049,PBKS v RCB,PBKS,RCB,PBKS,"Dr DY Patil Sports Academy, Mumbai",Mumbai,India,1,Harpreet Brar,Harpreet Brar,3,0,38,0,12.66,5,0,4,1,0,False,https://www.espncricinfo.com/ci/content/player/1168641.html
2022.0,1304049,PBKS v RCB,PBKS,RCB,PBKS,"Dr DY Patil Sports Academy, Mumbai",Mumbai,India,1,LS Livingstone,Liam Livingstone,1,0,14,0,14.00,1,0,1,1,0,False,https://www.espncricinfo.com/ci/content/player/403902.html
2022.0,1304049,PBKS v RCB,PBKS,RCB,RCB,"Dr DY Patil Sports Academy, Mumbai",Mumbai,India,2,DJ Willey,David Willey,3,0,28,0,9.33,5,3,1,0,0,False,https://www.espncricinfo.com/ci/content/player/308251.html
2022.0,1304049,PBKS v RCB,PBKS,RCB,RCB,"Dr DY Patil Sports Academy, Mumbai",Mumbai,India,2,Mohammed Siraj,Mohammed Siraj,4,0,59,2,14.75,9,3,4,6,0,False,https://www.espncricinfo.com/ci/content/player/940973.html
2022.0,1304049,PBKS v RCB,PBKS,RCB,RCB,"Dr DY Patil Sports Academy, Mumbai",Mumbai,India,2,Shahbaz Ahmed,Shahbaz Ahmed,1,0,6,0,6.00,3,1,0,0,0,False,https://www.espncricinfo.com/ci/content/player/1159711.html
2022.0,1304049,PBKS v RCB,PBKS,RCB,RCB,"Dr DY Patil Sports Academy, Mumbai",Mumbai,India,2,Akash Deep,Akash Deep,3,0,38,1,12.66,4,2,3,0,0,False,https://www.espncricinfo.com/ci/content/player/1176959.html
2022.0,1304049,PBKS v RCB,PBKS,RCB,RCB,"Dr DY Patil Sports Academy, Mumbai",Mumbai,India,2,PWH de Silva,Wanindu Hasaranga de Silva,4,0,40,1,10.00,10,1,4,1,0,False,https://www.espncricinfo.com/ci/content/player/784379.html
2022.0,1304049,PBKS v RCB,PBKS,RCB,RCB,"Dr DY Patil Sports Academy, Mumbai",Mumbai,India,2,HV Patel,Harshal Patel,4,0,36,1,9.00,10,1,2,5,0,False,https://www.espncricinfo.com/ci/content/player/390481.html
2022.0,1304048,DC v MI,DC,MI,DC,"Brabourne Stadium, Mumbai",Mumbai,India,1,SN Thakur,Shardul Thakur,4,0,47,0,11.75,8,3,4,1,0,False,https://www.espncricinfo.com/ci/content/player/475281.html
2022.0,1304048,DC v MI,DC,MI,DC,"Brabourne Stadium, Mumbai",Mumbai,India,1,KK Ahmed,Khaleel Ahmed,4,0,27,2,6.75,13,5,0,0,0,False,https://www.espncricinfo.com/ci/content/player/942645.html
2022.0,1304048,DC v MI,DC,MI,DC,"Brabourne Stadium, Mumbai",Mumbai,India,1,AR Patel,Axar Patel,4,0,40,0,10.00,3,4,1,0,0,False,https://www.espncricinfo.com/ci/content/player/554691.html
2022.0,1304048,DC v MI,DC,MI,DC,"Brabourne Stadium, Mumbai",Mumbai,India,1,KL Nagarkoti,Kamlesh Nagarkoti,2,0,29,0,14.50,4,5,1,1,0,False,https://www.espncricinfo.com/ci/content/player/1070188.html
2022.0,1304048,DC v MI,DC,MI,DC,"Brabourne Stadium, Mumbai",Mumbai,India,1,Kuldeep Yadav,Kuldeep Yadav,4,0,18,3,4.50,8,0,0,0,0,False,https://www.espncricinfo.com/ci/content/player/559235.html
2022.0,1304048,DC v MI,DC,MI,DC,"Brabourne Stadium, Mumbai",Mumbai,India,1,Lalit Yadav,Lalit Yadav,2,0,15,0,7.50,2,1,0,0,0,False,https://www.espncricinfo.com/ci/content/player/930189.html
2022.0,1304048,DC v MI,DC,MI,MI,"Brabourne Stadium, Mumbai",Mumbai,India,2,DR Sams,Daniel Sams,4,0,57,0,14.25,4,6,3,2,0,False,https://www.espncricinfo.com/ci/content/player/826901.html
2022.0,1304048,DC v MI,DC,MI,MI,"Brabourne Stadium, Mumbai",Mumbai,India,2,JJ Bumrah,Jasprit Bumrah,3.2,0,43,0,12.90,4,7,1,0,0,False,https://www.espncricinfo.com/ci/content/player/625383.html
2022.0,1304048,DC v MI,DC,MI,MI,"Brabourne Stadium, Mumbai",Mumbai,India,2,Basil Thampi,Basil Thampi,4,0,35,3,8.75,11,2,2,3,0,False,https://www.espncricinfo.com/ci/content/player/732291.html
2022.0,1304048,DC v MI,DC,MI,MI,"Brabourne Stadium, Mumbai",Mumbai,India,2,M Ashwin,Murugan Ashwin,4,0,14,2,3.50,14,1,0,0,0,False,https://www.espncricinfo.com/ci/content/player/528067.html
2022.0,1304048,DC v MI,DC,MI,MI,"Brabourne Stadium, Mumbai",Mumbai,India,2,TS Mills,Tymal Mills,3,0,26,1,8.66,6,2,1,2,0,False,https://www.espncricinfo.com/ci/content/player/459257.html
2022.0,1304047,CSK v KKR,CSK,KKR,KKR,"Wankhede Stadium, Mumbai",Mumbai,India,1,UT Yadav,Umesh Yadav,4,0,20,2,5.00,15,1,1,2,1,False,https://www.espncricinfo.com/ci/content/player/376116.html
2022.0,1304047,CSK v KKR,CSK,KKR,KKR,"Wankhede Stadium, Mumbai",Mumbai,India,1,Shivam Mavi,Shivam Mavi,4,0,35,0,8.75,12,3,2,1,1,False,https://www.espncricinfo.com/ci/content/player/1079848.html
2022.0,1304047,CSK v KKR,CSK,KKR,KKR,"Wankhede Stadium, Mumbai",Mumbai,India,1,CV Varun,Varun Chakravarthy,4,0,23,1,5.75,11,1,1,1,0,False,https://www.espncricinfo.com/ci/content/player/1108375.html
2022.0,1304047,CSK v KKR,CSK,KKR,KKR,"Wankhede Stadium, Mumbai",Mumbai,India,1,SP Narine,Sunil Narine,4,0,15,0,3.75,10,0,0,0,0,False,https://www.espncricinfo.com/ci/content/player/230558.html
2022.0,1304047,CSK v KKR,CSK,KKR,KKR,"Wankhede Stadium, Mumbai",Mumbai,India,1,AD Russell,Andre Russell,4,0,38,1,9.50,7,5,1,0,0,False,https://www.espncricinfo.com/ci/content/player/276298.html
2022.0,1304047,CSK v KKR,CSK,KKR,CSK,"Wankhede Stadium, Mumbai",Mumbai,India,2,TU Deshpande,Tushar Deshpande,3,0,23,0,7.66,9,4,0,0,0,False,https://www.espncricinfo.com/ci/content/player/822553.html
2022.0,1304047,CSK v KKR,CSK,KKR,CSK,"Wankhede Stadium, Mumbai",Mumbai,India,2,AF Milne,Adam Milne,2.3,0,19,0,7.60,9,2,1,0,0,False,https://www.espncricinfo.com/ci/content/player/450860.html
2022.0,1304047,CSK v KKR,CSK,KKR,CSK,"Wankhede Stadium, Mumbai",Mumbai,India,2,MJ Santner,Mitchell Santner,4,0,31,1,7.75,5,1,1,0,0,False,https://www.espncricinfo.com/ci/content/player/502714.html
2022.0,1304047,CSK v KKR,CSK,KKR,CSK,"Wankhede Stadium, Mumbai",Mumbai,India,2,DJ Bravo,Dwayne Bravo,4,0,20,3,5.00,11,2,0,0,0,False,https://www.espncricinfo.com/ci/content/player/51439.html
2022.0,1304047,CSK v KKR,CSK,KKR,CSK,"Wankhede Stadium, Mumbai",Mumbai,India,2,S Dube,Shivam Dube,1,0,11,0,11.00,1,2,0,0,0,False,https://www.espncricinfo.com/ci/content/player/714451.html
2022.0,1304047,CSK v KKR,CSK,KKR,CSK,"Wankhede Stadium, Mumbai",Mumbai,India,2,RA Jadeja,Ravindra Jadeja,4,0,25,0,6.25,8,1,1,0,0,True,https://www.espncricinfo.com/ci/content/player/234675.html
